#SampleID	BarcodeSequence	LinkerPrimerSequence	SOURCE_ENV	Env	SourceSink	RUN_DATE	TITLE	STUDY_CENTER	COUNTRY	PMID	LAB_PERSON	LAB_PERSON_CONTACT	PRINCIPAL_INVESTIGATOR	PRINCIPAL_INVESTIGATOR_CONTACT	ENV_FEATURE	ENV_BIOME	SEQUENCING_METH	ENV_MATTER	TARGET_GENE	TARGET_SUBFRAGMENT	LOCATION	LATITUDE	LONGITUDE	MEAN_ANN_TEMP	MEAN_ANN_PRECIP	NET_PRIMARY_PROD	ELEVATION	RESIDENCE	NUM_BEDROOMS
147.I			Shallotte	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	147	34	-78.4	17.44082569	110.7892202	3.703020897	14.0047226	One-family house detached from any other house	3
150.I			Oldenburg	IN	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	150	39.4	-85.2	11.38394495	87.39984709	1.071850393	282.6941528	One-family house detached from any other house	4
152.I			Hoquiam	WA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	152	47	-123.9	9.770107034	166.9626911	2.655549664	111.3550644	One-family house detached from any other house	3
153.I			Mannington	WV	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	153	39.5	-80.4	10.84633028	94.14067278	2.112318287	368.5216675	One-family house detached from any other house	2
155.I			Durham	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	155	35.9	-78.9	15.40512232	94.05412844	1.698932469	96.75722504	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
158.I			Fuquay varina	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	158	35.6	-78.8	15.40512232	94.05412844	1.824235313	96.75722504	One-family house detached from any other house	3
160.I			Chicago	IL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	160	41.9	-87.7	9.759174312	71.12874618	NA	193.5566711	One-family house detached from any other house	4
162.I			Pittsboro	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	162	35.8	-79.1	14.88906728	97.33899083	1.698932469	136.7336121	One-family house detached from any other house	3
163.I			El Cerrito	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	163	37.9	-122.3	14.09617737	41.10183486	1.87041945	115.6696014	One-family house detached from any other house	2
164.I			Charlotte	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	164	35.3	-80.9	16.00198777	93.89120795	1.29519988	201.6608276	One-family house detached from any other house	3
165.I			gainesville	TX	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	165	33.6	-97.1	17.60772171	75.34334862	0.744018775	259.4522095	One-family house detached from any other house	3
166.I			Westwood	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	166	40.3	-121	7.812538226	80.65206422	0.743072384	1652.897461	One-family house detached from any other house	3
167.I			Mountain View	MO	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	167	37	-91.7	14.34892966	90.01062691	1.762719565	300.2277832	One-family house detached from any other house	2
168.I			Raleigh	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	168	35.8	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	2
170.I			Knoxviile	TN	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	170	36.1	-83.9	13.64006116	100.1743884	1.977740765	374.2161255	One-family house detached from any other house	3
173.I			Ithaca	NY	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	173	42.5	-76.5	8.153975535	75.55611621	1.517035135	389.7213745	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
174.I			Maple Valley	WA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	174	47.3	-122	11.17285933	85.4941896	2.014082378	144.7330322	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
175.I			Clark	CO	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	175	40.8	-107	1.492584098	37.09388379	0.482245612	2724.314941	One-family house detached from any other house	3
176.I			Las Vegas	NV	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	176	36.2	-115.3	17.15512232	11.21391437	0.206655058	991.2583618	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
179.I			pensacola	FL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	179	30.5	-87.2	19.70512232	128.8840979	2.464377652	45.30992508	One-family house detached from any other house	4
180.I			Brookline	MA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	180	42.3	-71.1	9.388990826	94.63203364	NA	52.88596344	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
182.I			Holly Springs	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	182	35.6	-78.8	15.40512232	94.05412844	1.824235313	96.75722504	One-family house detached from any other house	3
185.I			Woburn	MA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	185	42.5	-71.2	9.388990826	94.63203364	1.966573293	52.88596344	One-family house detached from any other house	4
186.I			Douglas City	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	186	40.7	-122.9	10.88761468	84.51261468	1.460251367	1008.835266	A mobile home	2
187.I			Bremerton	WA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	187	47.6	-122.6	10.28356269	89.03990826	2.333964267	162.8851624	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
189.I			Charlottesville	VA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	189	38	-78.5	12.62285933	80.3851682	1.514006662	400.1588745	One-family house detached from any other house	4
190.I			Cary	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	190	35.8	-78.9	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	2
191.I			Holly Springs	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	191	35.6	-78.8	15.40512232	94.05412844	1.824235313	96.75722504	One-family house detached from any other house	4
192.I			Manville	NJ	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	192	40.5	-74.6	9.860703364	99.49067278	NA	165.7169495	Duplex or two-family house (designed for two families)	2
193.I			Durham	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	193	36	-78.9	14.54518349	92.76712538	1.698932469	137.7061157	One-family house detached from any other house	4
194.I			Washington	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	194	35.5	-77	15.74105505	103.4383028	1.708207147	13.31333351	One-family house detached from any other house	3
195.I			Zebulon	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	195	35.9	-78.3	15.43333333	101.2742355	2.156420352	71.52583313	One-family house detached from any other house	3
196.I			Baltimore	MD	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	196	39.3	-76.6	12.43012232	89.19495413	1.302771058	92.84095764	"High rise apartment (multiple units, with 5 or more stories)"	1
198.I			Conway	SC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	198	33.9	-79.1	17.80917431	100.6870795	1.655966085	10.27466393	One-family house detached from any other house	3
199.I			Portland	OR	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	199	45.5	-122.6	10.72392966	91.80917431	1.927392495	120.6025009	One-family house detached from any other house	3
202.I			Naperville	IL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	202	41.8	-88.2	9.353211009	74.33493884	1.097781639	214.6983337	One-family house detached from any other house	4
203.I			Raleigh	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	203	35.8	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
204.I			ph	PA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	204	39.9	-75.2	12.40282875	91.6633792	1.236334048	25.62282181	One-family house attached to one or more houses (e.g. a townhouse or condominium)	6 or more
205.I			CEDAR GROVE	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	205	36.2	-79.1	14.44793578	93.73470948	2.011053903	190.2480621	One-family house detached from any other house	2
206.I			Cherry Hill	NJ	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	206	39.9	-75	12.05818043	94.8633792	1.464604782	22.87888908	One-family house detached from any other house	4
208.I			Cottonwood	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	208	40.3	-122.4	16.75902141	58.58707951	1.407063904	181.367218	One-family house detached from any other house	1
209.I			Wilmington	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	209	34.2	-77.9	17.57576453	113.565367	2.933790122	6.412473679	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
210.I			White Haven	PA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	210	41.1	-75.8	8.634938838	85.03348624	2.142602974	424.4169312	One-family house detached from any other house	3
212.I			Chicago	IL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	212	41.9	-87.7	9.759174312	71.12874618	NA	193.5566711	One-family house attached to one or more houses (e.g. a townhouse or condominium)	4
213.I			Randolph	NE	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	213	42.4	-97.4	8.840672783	51.49770642	0.971910968	502.4716797	One-family house detached from any other house	2
214.I			California	MD	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	214	38.3	-76.5	14.05825688	92.97469419	1.480693521	20.28196335	One-family house detached from any other house	4
215.I			Canonsburg	PA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	215	40.3	-80.2	10.53746177	86.09044343	1.754769841	345.6836243	One-family house detached from any other house	2
216.I			Richmond	IN	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	216	39.8	-84.9	10.77943425	83.16314985	0.926483949	313.1816711	One-family house detached from any other house	4
217.I			Charleston	WV	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	217	38.4	-81.7	12.77094801	90.53218654	1.867201694	299.3794556	One-family house detached from any other house	3
218.I			Cedar Rapids	IA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	218	42	-91.6	8.786391437	68.48990826	1.016770145	275.0544434	One-family house detached from any other house	2
220.I			Las Vegas	NV	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	220	36.1	-115.3	17.15512232	11.21391437	0.121857966	991.2583618	One-family house detached from any other house	3
222.I			Greensboro	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	222	36.1	-79.8	14.56414373	88.55282875	1.67546184	225.6538849	One-family house detached from any other house	3
